,Cruise,Inc,(hr),YYMMDD,Start(HHMM),End(HHMM),Depth(m),Chla(mg/m3),StdDev(mg/m3),mg/m3,mg/m3.1,Rep #1,Rep #2,Rep #3,Rep #1.1,Rep #2.1,Rep #3.1,PSS-78,#/ml,#/ml.1,#/ml.2,#/ml.3,Unnamed: 22
451,71,I,15.0,960424,425,1930,125,0.16699999999999998,0.016,0.467,0.043,1.11,1.29,1.06,0.12,0.14,0.13,35.0803,135817,514968,452,1204,2222222222
452,71,I,15.0,960424,425,1930,-150,9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9,-9,5555555555
453,71,I,15.0,960424,425,1930,175,0.059000000000000004,0.002,0.115,0.006,0.13,0.14,0.13,0.18,0.2,0.23,34.9795,186256,378079,2401,533,4333333333
454,72,I,13.75,960522,545,1930,5,0.042,0.002,0.046,0.004,8.68,8.73,9.15,0.1,0.22,0.21,34.8539,198865,609785,2179,1156,2222222222
455,72,I,13.75,960522,545,1930,25,0.042,0.004,0.05,0.005,6.99,8.19,7.92,0.25,0.19,0.24,34.9358,199644,783157,3434,1313,2222222222
456,72,I,13.75,960522,545,1930,45,0.054000000000000006,0.006999999999999999,0.075,0.012,5.77,5.17,5.94,0.22,0.35,0.22,35.0195,224776,798075,2751,1502,2222222222
457,72,I,13.75,960522,545,1930,75,0.091,0.002,0.135,0.005,2.19,1.92,2.13,0.22,0.23,0.23,35.0845,298351,594702,2841,1395,2222222222
458,72,I,13.75,960522,545,1930,100,0.128,0.002,0.29600000000000004,0.022000000000000002,1.88,2.15,2.4,0.15,0.17,0.12,35.1232,180967,497396,1811,771,2222222222
459,72,I,13.75,960522,545,1930,125,0.096,0.003,0.297,0.004,0.68,0.76,0.67,0.14,0.17,0.14,35.0983,38863,376155,83,465,2222222222
460,72,I,13.75,960522,545,1930,150,0.065,0.009000000000000001,0.17600000000000002,0.009000000000000001,0.23,0.25,0.28,0.14,0.15,0.21,35.0781,18035,354683,0,332,2222222222
461,72,I,13.75,960522,545,1930,-175,9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9,-9,5555555555
462,73,I,14.0,960626,500,1900,5,0.045,0.004,0.032,0.001,9.2,7.42,8.79,0.23,0.2,0.17,34.4662,190502,655708,1261,1211,2222222222
463,73,I,14.0,960626,500,1900,25,0.047,0.0,0.031,0.011000000000000001,6.2,8.02,8.27,0.21,0.32,0.21,34.4634,200702,645926,1127,1010,2222222222
464,73,I,14.0,960626,500,1900,45,0.071,0.013000000000000001,0.07,0.015,4.69,6.53,7.33,0.22,0.33,0.26,34.5196,235822,660706,1551,826,2222222222
465,73,I,14.0,960626,500,1900,75,0.107,0.006999999999999999,0.14300000000000002,0.002,0.86,0.64,0.85,0.13,0.13,0.14,35.0226,249234,661891,2169,1322,2222222222
466,73,I,14.0,960626,500,1900,100,0.163,0.013999999999999999,0.278,0.006999999999999999,2.1,1.98,2.1,0.13,0.15,0.14,35.0782,306693,572563,2894,766,2222222222
467,73,I,14.0,960626,500,1900,125,0.14400000000000002,0.132,0.599,0.336,0.58,0.71,0.66,0.08,0.06,0.07,35.103,148530,512066,1445,101,2222222222
468,73,I,14.0,960626,500,1900,150,0.10099999999999999,0.013000000000000001,0.375,0.035,0.27,0.28,0.28,0.2,0.16,0.1,35.1146,56244,454527,117,787,2222222222
469,73,I,14.0,960626,500,1900,175,0.042,0.0,0.05,0.015,0.17,0.15,0.17,0.15,0.15,0.14,34.4586,199696,568035,1395,689,4333333333
470,74,I,15.0,960727,450,1945,5,0.057999999999999996,0.0,0.1,0.001,9.19,9.86,7.76,0.21,0.22,0.14,34.5771,173520,428860,1798,1428,2222222222
471,74,I,15.0,960727,450,1945,25,0.061,0.011000000000000001,0.106,0.024,7.24,8.11,7.6,0.21,0.23,0.21,34.5721,171261,443967,2433,1208,2222222222
472,74,I,15.0,960727,450,1945,45,0.062,0.005,0.102,0.002,4.65,5.08,5.09,0.38,0.29,0.27,34.5686,175231,465338,2817,1518,2222222222
473,74,I,15.0,960727,450,1945,75,0.099,0.002,0.16899999999999998,0.025,1.71,1.99,1.88,0.16,0.15,0.14,34.8301,260030,534721,3999,1434,2222222222
474,74,I,15.0,960727,450,1945,100,0.185,0.02,0.327,0.034,0.92,0.92,0.91,0.08,0.08,0.08,35.025999999999996,170410,411779,2465,822,2222222222
475,74,I,15.0,960727,450,1945,125,0.187,0.024,0.535,0.085,0.34,0.37,0.37,0.05,0.06,0.04,35.1005,65922,284931,749,333,2222222222
476,74,I,15.0,960727,450,1945,150,0.066,0.0,0.298,0.043,0.11,0.09,0.1,0.11,0.08,0.06,35.118,19482,221245,2172,265,2222222222
477,74,I,15.0,960727,450,1945,175,0.027999999999999997,0.002,0.14400000000000002,0.008,0.05,0.07,0.05,0.07,0.08,0.07,35.1142,94282,313507,2260,201,3222223333
478,75,I,15.5,960821,522,2046,5,0.05,0.001,0.07400000000000001,0.006999999999999999,10.13,11.52,8.72,0.22,0.22,0.15,34.7306,261988,613191,1528,168,2222222222
479,75,I,15.5,960821,522,2046,25,0.071,0.032,0.11199999999999999,0.042,7.26,7.44,12.72,0.19,0.21,0.2,34.7258,266864,616392,1343,386,2222222222
480,75,I,15.5,960821,522,2046,45,0.079,0.015,0.124,0.003,9.15,8.37,8.6,0.31,0.37,0.25,34.7633,369400,767177,1879,237,2222222222
481,75,I,15.5,960821,522,2046,75,0.122,0.001,0.226,0.004,0.35,0.42,0.63,0.16,0.21,0.17,35.0561,300030,578772,2191,169,2222222222
482,75,I,15.5,960821,522,2046,100,0.18600000000000003,0.003,0.488,0.043,1.94,1.73,1.72,0.11,0.1,0.1,35.0437,224601,487219,1105,971,2222222222
483,75,I,15.5,960821,522,2046,125,0.172,0.022000000000000002,0.601,0.003,0.59,0.68,0.66,0.04,0.06,0.06,35.0671,70367,357980,33,1794,2222222222
484,75,I,15.5,960821,522,2046,150,0.040999999999999995,0.002,0.14400000000000002,0.003,0.09,0.08,0.09,0.11,0.09,0.06,35.115,10901,259663,83,364,2222222222
485,75,I,15.5,960821,522,2046,175,0.026000000000000002,0.002,0.087,0.019,0.04,0.04,0.04,0.05,0.11,0.18,35.0658,9776,251591,33,199,2222222222
486,76,I,14.5,961002,435,1900,5,0.079,0.002,0.08199999999999999,0.004,11.37,9.41,10.78,0.27,0.25,0.28,34.8306,251066,685768,1129,101,2222222222
487,76,I,14.5,961002,435,1900,25,0.1,0.009000000000000001,0.102,0.01,9.09,9.59,9.49,0.21,0.2,0.19,34.9652,268551,568440,991,319,2222222222
488,76,I,14.5,961002,435,1900,45,0.152,0.004,0.163,0.013000000000000001,4.8,5.36,5.55,0.54,0.3,0.16,35.1101,281772,538192,1361,252,2222222222
489,76,I,14.5,961002,435,1900,75,0.261,0.012,0.3,0.003,3.86,3.74,2.79,0.08,0.1,0.11,35.1277,170315,478938,1205,167,2222222222
490,76,I,14.5,961002,435,1900,100,0.09300000000000001,0.003,0.115,0.008,0.64,0.7,0.69,0.47,0.39,0.43,34.9401,182017,840128,5561,1234,4333333333
491,76,I,14.5,961002,435,1900,125,0.066,0.002,0.23399999999999999,0.006,0.28,0.28,0.26,0.07,0.07,0.07,35.031,16611,276819,4236,50,2222222222
492,76,I,14.5,961002,435,1900,150,0.027000000000000003,0.0,0.09699999999999999,0.005,0.08,0.07,0.07,0.13,0.09,0.08,34.9537,6625,233053,2263,116,2222222222
493,76,I,14.5,961002,435,1900,175,0.17300000000000001,0.0,0.231,0.005,0.1,0.11,0.14,0.13,0.12,0.12,35.080999999999996,208042,471118,702,735,4333333333
494,77,I,14.5,961030,430,1854,5,0.068,0.0,0.057,0.01,6.15,5.85,5.56,0.26,0.21,0.2,35.0335,201393,460664,1355,452,2222222222
495,77,I,14.5,961030,430,1854,25,0.068,0.003,0.053,0.008,3.56,3.69,4.13,0.24,0.27,0.14,35.0357,213137,486418,2595,519,2222222222
496,77,I,14.5,961030,430,1854,45,0.07,0.003,0.055999999999999994,0.003,1.56,1.04,1.92,0.24,0.2,0.19,35.0466,202021,472888,1506,418,2222222222
497,77,I,14.5,961030,430,1854,75,0.223,0.01,0.244,0.032,2.6,2.96,-9.0,0.1,0.09,0.1,35.1255,196123,438687,3113,770,2222222222
498,77,I,14.5,961030,430,1854,100,0.2,0.011000000000000001,0.49,0.037000000000000005,0.78,0.85,0.99,0.08,0.05,0.06,35.1124,62474,375626,499,1315,2222222222
499,77,I,14.5,961030,430,1854,125,0.09300000000000001,0.001,0.27899999999999997,0.021,0.18,0.19,0.19,0.06,0.06,0.06,35.0527,23050,277159,50,978,2222222222
500,77,I,14.5,961030,430,1854,150,0.051,0.003,0.126,0.013000000000000001,0.07,0.04,0.04,0.07,0.05,0.04,34.9932,20235,232378,513,265,2222222222
501,77,I,14.5,961030,430,1854,175,0.015,0.002,0.036000000000000004,0.003,0.04,0.04,0.04,-9.0,-9.0,-9.0,34.8207,5043,189603,50,66,2222522222
502,78,I,12.0,961211,630,1830,5,0.141,0.0,0.12,0.011000000000000001,3.56,4.6,5.75,0.18,0.14,0.17,34.9795,234658,451631,2028,1308,2222222222
503,78,I,12.0,961211,630,1830,25,0.149,0.0,0.11800000000000001,0.0,6.64,5.23,6.75,0.18,0.16,0.15,34.9718,242543,472425,2771,1125,2222222222
504,78,I,12.0,961211,630,1830,45,0.142,0.001,0.115,0.012,2.93,3.73,4.67,0.29,0.21,0.22,34.9727,238898,453745,2702,1410,2222222222
505,78,I,12.0,961211,630,1830,75,0.135,0.002,0.11,0.012,0.86,0.97,1.17,0.12,0.13,0.14,34.9731,224407,434987,2112,838,2222222222
506,78,I,12.0,961211,630,1830,100,0.233,0.006,0.349,0.026000000000000002,0.8,1.05,0.97,0.07,0.06,0.1,35.0471,134873,449074,1121,1288,2222222222
507,78,I,12.0,961211,630,1830,125,0.124,0.009000000000000001,0.325,0.009000000000000001,0.26,0.26,0.29,0.07,0.07,0.1,35.0975,34060,308919,316,765,2222222222
508,78,I,12.0,961211,630,1830,150,0.055,0.001,0.107,0.013999999999999999,0.11,0.09,0.11,0.12,0.11,0.1,35.0497,28021,286344,1014,283,2222222222
509,78,I,12.0,961211,630,1830,175,0.132,0.006999999999999999,0.14800000000000002,0.005,0.09,0.11,0.11,0.11,0.12,0.12,34.9958,185740,402066,1272,1054,4333333333
510,79,I,11.75,970108,545,1735,5,0.08800000000000001,0.005,0.075,0.008,5.27,7.12,6.76,0.14,0.22,0.16,34.94,255749,443230,2951,1761,2222222222
511,79,I,11.75,970108,545,1735,25,0.075,0.0,0.09300000000000001,0.016,4.25,4.53,4.36,0.18,0.19,0.18,34.9395,256655,447801,2765,1693,2222222222
512,79,I,11.75,970108,545,1735,45,0.094,0.013999999999999999,0.11800000000000001,0.023,0.78,-9.0,0.64,-9.0,0.25,0.25,34.9606,241676,441681,2756,2554,2222222222
513,79,I,11.75,970108,545,1735,75,0.221,0.002,0.473,0.009000000000000001,2.98,2.53,3.52,0.16,0.13,0.13,35.0298,174141,449748,620,4058,2222222222
514,79,I,11.75,970108,545,1735,100,0.14,0.01,0.43799999999999994,0.067,0.68,0.79,0.91,0.12,0.15,0.14,35.0802,66484,368992,84,1854,2222222222
515,79,I,11.75,970108,545,1735,125,0.094,0.003,0.332,0.021,0.24,0.24,0.25,0.09,0.08,0.07,35.0909,38450,299531,17,1036,2222222222
516,79,I,11.75,970108,545,1735,150,0.054000000000000006,0.003,0.171,0.004,0.11,0.13,0.11,0.1,0.16,0.11,35.0615,49847,331430,151,570,2222222222
517,79,I,11.75,970108,545,1735,175,0.022000000000000002,0.001,0.086,0.004,0.04,0.04,0.05,0.05,0.04,0.04,35.034,5260,235670,33,183,2222222222
518,80,I,14.0,970218,500,1900,5,0.09699999999999999,0.0,0.071,0.006999999999999999,6.8,6.11,5.97,0.15,0.16,0.13,34.9311,233090,437549,2282,755,2222222222
519,80,I,14.0,970218,500,1900,25,0.096,0.002,0.075,0.002,5.35,4.49,-9.0,0.21,0.19,0.17,34.9311,225847,451275,2179,821,2222222222
520,80,I,14.0,970218,500,1900,45,0.094,0.001,0.071,0.003,2.28,2.8,2.52,0.19,0.25,0.17,34.9297,238370,468257,2054,774,2222222222
521,80,I,14.0,970218,500,1900,75,0.125,0.009000000000000001,0.107,0.013000000000000001,3.58,3.38,3.6,0.24,-9.0,0.26,34.9297,258207,453463,2274,741,2222222222
522,80,I,14.0,970218,500,1900,100,0.198,0.004,0.198,0.021,2.28,2.31,2.18,0.17,0.21,0.18,34.9268,179610,427568,1924,1807,2222222222
523,80,I,14.0,970218,500,1900,125,0.222,0.015,0.36200000000000004,0.043,0.65,0.76,0.76,0.17,0.13,0.14,34.9738,87289,395362,717,1351,2222222222
524,80,I,14.0,970218,500,1900,150,0.146,0.001,0.22399999999999998,0.011000000000000001,0.25,0.27,0.24,0.23,0.26,0.2,34.9965,122040,432100,534,969,4333333333
525,80,I,14.0,970218,500,1900,175,0.07200000000000001,0.006,0.177,0.009000000000000001,0.1,0.1,0.12,0.06,0.07,0.06,-9.0,21104,315482,365,448,2222252222
526,81,I,12.25,970312,630,1840,5,0.091,0.002,0.069,0.003,6.72,7.22,7.01,0.13,0.12,0.11,35.0803,258178,539664,2850,3845,2222222222
527,81,I,12.25,970312,630,1840,25,0.084,0.004,0.069,0.003,1.65,1.44,1.55,0.14,0.17,0.15,35.0516,270827,570112,2552,3926,2222222222
528,81,I,12.25,970312,630,1840,45,0.098,0.002,0.087,0.006,4.58,4.8,5.18,0.19,0.16,0.2,-9.0,311573,513103,2887,3735,2222252222
529,81,I,12.25,970312,630,1840,75,0.17300000000000001,0.001,0.21,0.009000000000000001,3.13,2.65,2.85,0.11,0.08,0.1,35.0984,199354,315593,1796,1158,2222222222
530,81,I,12.25,970312,630,1840,100,0.273,0.034,0.456,0.0,2.35,2.76,2.79,0.09,0.09,0.08,35.0751,139119,435923,34,3136,2222222222
531,81,I,12.25,970312,630,1840,125,0.127,0.005,0.322,0.011000000000000001,0.52,0.57,0.56,0.08,0.1,0.08,35.0341,39611,308949,0,518,2222222222
532,81,I,12.25,970312,630,1840,150,0.054000000000000006,0.0,0.13,0.006,0.12,0.12,0.12,0.05,0.06,0.06,34.9397,11033,244023,17,283,2222222222
533,81,I,12.25,970312,630,1840,175,0.055,0.003,0.139,0.048,0.06,0.08,0.07,0.05,0.05,0.05,34.8985,69297,292159,100,284,4333333333
534,82,I,14.0,970409,500,1900,5,0.064,0.004,0.061,0.022000000000000002,2.9,-9.0,2.91,0.12,0.1,-9.0,34.9722,189306,441781,2182,1225,2222222222
535,82,I,14.0,970409,500,1900,25,0.076,0.013999999999999999,0.057999999999999996,0.004,1.54,1.32,1.84,0.17,0.27,0.27,34.9696,222910,494288,2999,1499,2222222222
536,82,I,14.0,970409,500,1900,45,0.086,0.0,0.087,0.013000000000000001,1.54,-9.0,2.21,0.21,0.24,0.17,35.052,224554,511612,2872,2620,2222222222
537,82,I,14.0,970409,500,1900,75,0.266,0.001,0.457,0.004,2.78,2.9,2.94,0.09,0.07,0.08,35.0159,63669,370485,715,1847,2222222222
538,82,I,14.0,970409,500,1900,100,0.11900000000000001,0.002,0.311,0.006999999999999999,1.11,1.08,1.24,0.06,0.11,0.07,34.9813,33262,234240,0,1376,2222222222
539,82,I,14.0,970409,500,1900,125,0.031,0.0,0.071,0.011000000000000001,0.07,0.09,0.1,0.04,0.04,0.04,34.8482,2610,183611,33,215,2222222222
540,82,I,14.0,970409,500,1900,150,0.01,0.01,0.028999999999999998,0.028999999999999998,0.04,0.03,0.04,0.07,-9.0,0.05,34.7042,83,157136,0,17,2222222222
541,82,I,14.0,970409,500,1900,175,0.022000000000000002,0.002,0.047,0.005,0.03,0.03,0.03,0.07,0.05,0.06,34.6649,3582,178738,33,132,2222222222
542,83,I,14.25,970507,520,1930,5,0.075,0.0,0.063,0.002,4.13,4.86,5.68,0.08,0.1,0.09,34.8635,211081,382268,2594,870,2222222222
543,83,I,14.25,970507,520,1930,25,0.087,0.022000000000000002,0.079,0.002,4.93,5.25,5.58,0.1,0.21,0.1,34.8742,220411,389080,1256,921,2222222222
544,83,I,14.25,970507,520,1930,45,0.125,0.008,0.11,0.009000000000000001,6.86,7.36,9.35,0.24,0.15,-9.0,34.8974,216360,448029,1044,573,2222222222
545,83,I,14.25,970507,520,1930,75,0.175,0.003,0.17300000000000001,0.012,3.18,1.99,-9.0,0.08,0.07,0.08,34.9152,247461,437110,1583,572,2222222222
546,83,I,14.25,970507,520,1930,100,0.256,0.001,0.44799999999999995,0.052000000000000005,4.95,4.62,-9.0,0.14,0.12,-9.0,34.9959,135187,423012,487,1209,2222222222
547,83,I,14.25,970507,520,1930,125,0.131,0.005,0.384,0.012,1.18,1.31,-9.0,-9.0,0.09,-9.0,35.0417,42810,347812,0,1267,2222222222
548,83,I,14.25,970507,520,1930,150,0.042,-9.0,0.13699999999999998,0.13699999999999998,0.21,0.22,-9.0,-9.0,-9.0,-9.0,35.0536,11465,279871,67,300,2222522222
549,83,I,14.25,970507,520,1930,175,0.016,0.001,0.047,0.006,0.04,0.04,-9.0,-9.0,-9.0,-9.0,35.0128,2598,210554,17,83,2222522222
550,84,I,14.0,970604,500,1900,5,0.057,0.001,0.047,0.003,10.46,10.06,6.07,0.2,0.21,0.14,34.882,146171,306836,634,388,2222222222
551,84,I,14.0,970604,500,1900,25,0.055,0.003,0.047,0.005,9.2,8.78,6.35,0.2,0.22,0.23,34.8871,147580,303794,599,916,2222222222
552,84,I,14.0,970604,500,1900,45,0.084,0.003,0.076,0.002,5.53,6.13,4.31,0.23,0.26,0.19,34.8865,194374,356836,1351,1092,2222222222
553,84,I,14.0,970604,500,1900,75,0.095,0.001,0.086,0.009000000000000001,2.7,2.32,2.13,0.22,0.18,0.17,34.9374,180503,366185,1668,1245,2222222222
554,84,I,14.0,970604,500,1900,100,0.157,0.008,0.182,0.001,2.21,2.31,1.63,0.11,0.11,0.09,34.99,187984,319462,1409,1163,2222222222
555,84,I,14.0,970604,500,1900,125,0.255,0.003,0.575,0.006999999999999999,1.18,1.08,1.09,0.08,0.09,0.09,35.0197,92424,290063,188,2020,2222222222
556,84,I,14.0,970604,500,1900,150,0.076,0.005,0.23,0.008,0.19,0.21,0.21,0.09,0.07,0.09,35.0435,15527,210289,0,587,2222222222
557,84,I,14.0,970604,500,1900,175,0.01,0.0,0.039,0.01,0.04,0.04,0.03,0.04,0.03,0.03,35.0105,1010,138936,411,23,2222222222
558,85,I,14.0,970709,530,1930,5,0.077,0.006999999999999999,0.061,0.002,5.19,2.54,-9.0,0.23,-9.0,-9.0,35.0565,218242,419692,1085,751,2222222222
559,85,I,14.0,970709,530,1930,25,0.084,0.002,0.068,0.005,7.43,6.26,-9.0,0.19,-9.0,-9.0,35.0572,219850,414516,933,617,2222222222
560,85,I,14.0,970709,530,1930,45,0.07,0.004,0.065,0.011000000000000001,4.14,4.07,-9.0,0.15,-9.0,-9.0,35.0581,217215,403033,1068,334,2222222222
561,85,I,14.0,970709,530,1930,75,0.113,0.003,0.142,0.055999999999999994,2.17,2.36,-9.0,0.15,-9.0,-9.0,34.9779,265093,519159,1824,753,2222222222
562,85,I,14.0,970709,530,1930,100,0.207,0.006,0.282,0.022000000000000002,1.6,1.52,-9.0,0.06,-9.0,-9.0,35.019,210390,450960,1318,884,2222222222
563,85,I,14.0,970709,530,1930,125,0.182,0.001,0.51,0.043,0.43,0.62,-9.0,0.08,-9.0,-9.0,35.0573,67188,356860,17,1045,2222222222
564,85,I,14.0,970709,530,1930,150,0.055999999999999994,0.001,0.17800000000000002,0.003,0.12,0.11,-9.0,0.03,-9.0,-9.0,35.0672,14625,257946,0,347,2222222222
565,85,I,14.0,970709,530,1930,175,0.086,0.003,0.17,0.006999999999999999,0.12,0.1,-9.0,0.09,-9.0,-9.0,35.0255,108801,357702,0,166,4333333333
566,86,I,14.5,970802,530,2000,5,0.054000000000000006,0.003,0.055,0.003,3.53,3.59,3.6,0.18,0.2,0.19,35.1244,286532,683614,1921,1112,2222222222
567,86,I,14.5,970802,530,2000,25,0.059000000000000004,0.002,0.053,0.013999999999999999,6.41,6.7,7.75,0.19,0.22,0.17,35.1249,289140,705714,1686,102,2222222222
568,86,I,14.5,970802,530,2000,45,0.069,0.001,0.061,0.0,6.07,5.91,6.16,0.21,0.25,0.22,35.1206,355348,755997,2147,1031,2222222222
569,86,I,14.5,970802,530,2000,75,0.121,0.016,0.11699999999999999,0.026000000000000002,2.2,2.35,2.49,0.23,0.22,0.22,35.0701,347530,739464,3260,1098,2222222222
570,86,I,14.5,970802,530,2000,100,0.225,0.005,0.313,0.002,1.81,1.77,1.95,0.12,0.12,0.13,35.0528,306572,577396,2579,1230,2222222222
571,86,I,14.5,970802,530,2000,125,0.124,0.002,0.423,0.026000000000000002,0.53,0.68,0.62,0.04,0.06,0.06,35.0916,54126,347243,0,1317,2222222222
572,86,I,14.5,970802,530,2000,150,0.055,0.002,0.214,0.006,0.15,0.13,0.15,0.03,0.04,0.04,35.0705,20018,282359,0,764,2222222222
573,86,I,14.5,970802,530,2000,175,0.048,0.003,0.122,0.002,0.1,0.1,0.14,0.05,0.08,-9.0,35.0552,21853,413774,0,301,2222222222
574,87,I,13.0,970925,530,1830,5,0.055,0.004,0.057,0.006,6.04,5.43,6.04,0.29,0.26,0.24,35.2321,252805,496711,961,691,2222222222
575,87,I,13.0,970925,530,1830,25,0.057999999999999996,0.001,0.051,0.008,6.92,6.03,6.31,0.29,0.24,0.23,35.2322,253272,505281,926,724,2222222222
576,87,I,13.0,970925,530,1830,45,0.055,0.001,0.053,0.005,4.57,4.23,4.26,0.33,0.35,0.32,35.2112,218397,489753,1212,825,2222222222
577,87,I,13.0,970925,530,1830,-75,9.0,-9.0,-9.0,-9.0,2.73,2.44,2.66,0.23,0.23,-9.0,-9.0,314746,536513,2414,962,2552252222
578,87,I,13.0,970925,530,1830,100,0.188,0.023,0.215,0.025,1.22,1.19,1.2,0.23,0.25,0.24,35.0574,293800,474110,2394,809,2222222222
579,87,I,13.0,970925,530,1830,125,0.184,0.001,0.509,0.0,0.65,0.68,0.7,0.06,0.07,0.08,35.0631,92427,382462,0,1553,2222222222
580,87,I,13.0,970925,530,1830,150,0.08,0.004,0.28300000000000003,0.002,0.18,0.16,0.17,0.06,0.06,0.12,35.0939,25387,268568,0,748,2222222222
581,87,I,13.0,970925,530,1830,175,0.07200000000000001,0.003,0.159,0.009000000000000001,0.16,0.15,0.16,0.2,0.24,0.22,35.1356,78250,418900,42,418,4333333333
582,89,I,12.25,980111,630,1845,5,0.084,0.002,0.078,0.006,6.17,4.47,5.77,0.15,0.15,0.15,35.122,215427,371701,3383,825,2222222222
583,89,I,12.25,980111,630,1845,25,0.078,0.005,0.063,0.0,5.48,5.56,5.06,0.13,0.17,0.15,35.1598,189529,363136,8787,1236,2222222222
584,89,I,12.25,980111,630,1845,45,0.084,0.002,0.069,0.005,3.24,3.0,2.94,0.15,0.15,0.14,35.2324,200745,369299,9823,1103,2222222222
585,89,I,12.25,980111,630,1845,75,0.23800000000000002,0.006999999999999999,0.374,0.015,2.77,3.17,3.34,0.06,0.07,0.08,-9.0,95173,328647,849,532,2222252222
586,89,I,12.25,980111,630,1845,100,0.239,0.005,0.35700000000000004,0.008,0.89,0.84,0.87,0.05,0.06,0.06,35.255,75949,310073,1115,1082,2222222222
587,89,I,12.25,980111,630,1845,125,0.15,0.003,0.349,0.012,0.22,0.26,0.28,0.03,0.04,0.04,35.0994,40065,215599,430,744,2222222222
588,89,I,12.25,980111,630,1845,150,0.034,0.001,0.07400000000000001,0.001,0.03,0.04,0.04,0.04,0.03,0.05,34.9444,3167,162709,198,66,2222222222
589,89,I,12.25,980111,630,1845,175,0.044000000000000004,0.001,0.087,0.018000000000000002,0.04,0.05,0.1,0.05,0.04,0.06,34.9539,6536,217525,594,248,2222222222
590,90,I,11.75,980219,655,1840,5,0.081,0.001,0.05,0.0,5.22,-9.0,5.19,0.13,0.14,0.13,35.2639,186091,432156,3402,1123,2222222222
591,90,I,11.75,980219,655,1840,25,0.08199999999999999,0.002,0.055,0.0,4.98,4.33,5.41,0.15,0.15,0.14,35.2457,218451,414511,3486,1089,2222222222
592,90,I,11.75,980219,655,1840,45,0.084,0.003,0.068,0.008,4.48,4.01,4.2,0.13,0.14,0.13,35.2482,214235,398133,3943,940,2222222222
593,90,I,11.75,980219,655,1840,75,0.17600000000000002,0.001,0.183,0.005,3.38,3.42,3.37,0.15,0.15,0.12,35.2499,241853,428521,5162,1076,2222222222
594,90,I,11.75,980219,655,1840,100,0.285,0.001,0.436,0.01,2.4,2.46,2.47,0.07,0.07,0.08,35.1939,95651,322681,366,2364,2222222222
595,90,I,11.75,980219,655,1840,125,0.129,0.0,0.32,0.006,0.44,0.47,0.49,0.06,0.06,0.09,35.0979,33037,226478,33,612,2222222222
596,90,I,11.75,980219,655,1840,150,0.153,0.002,0.157,0.001,0.12,0.12,0.12,0.11,0.12,0.16,35.2557,233750,400122,4296,2249,4333333333
597,90,I,11.75,980219,655,1840,175,0.134,0.005,0.247,0.004,0.09,0.09,-9.0,0.08,0.07,0.07,35.0744,39968,253152,431,2503,4333333333
598,91,I,11.75,980318,720,1909,5,0.079,0.006,0.06,0.008,8.11,7.59,7.74,0.11,0.12,0.13,35.1829,235799,377275,2774,500,2222222222
599,91,I,11.75,980318,720,1909,25,0.073,0.008,0.065,0.018000000000000002,6.35,6.4,6.6,0.16,0.27,0.14,35.1653,275955,340261,2546,913,2222222222
600,91,I,11.75,980318,720,1909,-45,9.0,-9.0,-9.0,-9.0,5.68,5.49,5.42,0.23,0.19,0.18,35.1543,286210,376273,2005,931,2552222222
601,91,I,11.75,980318,720,1909,75,0.192,0.008,0.261,0.004,4.64,3.37,4.28,0.11,0.1,0.09,35.2105,209035,285136,2164,1177,2222222222
602,91,I,11.75,980318,720,1909,100,0.20600000000000002,0.0,0.385,0.023,2.31,2.22,2.37,0.07,0.08,0.06,35.2043,75644,258782,417,2399,2222222222
603,91,I,11.75,980318,720,1909,125,0.11900000000000001,0.001,0.287,0.006,0.52,0.62,0.57,0.07,0.07,0.07,35.1695,36091,232182,295,1803,2222222222
604,91,I,11.75,980318,720,1909,150,0.08900000000000001,0.002,0.218,0.006999999999999999,0.22,0.22,0.24,0.07,0.07,0.06,-9.0,16776,197000,68,1229,2222252222
605,91,I,11.75,980318,720,1909,175,0.07400000000000001,0.001,0.149,0.003,0.13,0.11,0.11,0.07,0.09,0.06,35.0647,10866,209108,480,840,2222222222
606,92,I,13.5,980415,530,1900,5,0.099,0.002,0.09,0.001,6.91,7.08,6.9,0.15,0.16,0.17,35.2087,136871,152662,1629,1130,2222222222
607,92,I,13.5,980415,530,1900,25,0.099,0.005,0.09300000000000001,0.006,6.04,6.73,6.96,0.15,0.15,0.16,35.2087,148663,172575,1664,499,2222222222
608,92,I,13.5,980415,530,1900,45,0.10300000000000001,0.002,0.109,0.003,6.53,6.62,6.42,0.19,0.21,0.16,35.2123,162503,204114,2379,632,2222222222
609,92,I,13.5,980415,530,1900,75,0.124,0.001,0.12300000000000001,0.004,3.13,3.54,3.62,0.16,0.14,0.15,35.2138,156174,265607,2808,764,2222222222
610,92,I,13.5,980415,530,1900,100,0.254,-9.0,0.46799999999999997,-9.0,3.73,3.42,3.78,0.08,0.08,0.1,35.2219,74508,233124,876,2263,2222222222
611,92,I,13.5,980415,530,1900,125,0.14400000000000002,0.002,0.20199999999999999,0.03,0.49,0.58,0.65,0.11,-9.0,0.08,35.2812,40144,229515,862,1309,2222222222
